SMILES,inchi_key,rf_lipo
COc1ccc(-c2ccccc2F)cc1-c1ccc(F)cc1,AAOWWLHFYBTFRJ-UHFFFAOYSA-N,3.3724840206361204
CCCCCCC1=C(c2ccccc2Oc2ccccc2)C=CC(c2cnccc2-c2ccccc2)=C(c2ccccc2-c2ccccc2)N1c1ccccc1,AAOXLIKJSPRDBR-UHFFFAOYSA-N,3.412306173256383
CCCCC1=C(c2ccccc2F)N(c2ccccc2)c2ccccc2-c2ccccc21,AARKZAOJPTTWOW-UHFFFAOYSA-N,3.2937653834047307
CC(CCCCCCCc1ccc(F)cc1)c1ccc(-c2ccccc2OCC(=O)Nc2ccccc2C#N)cn1,ABMPOTCTCTYGPX-UHFFFAOYSA-N,3.2390680176842044
FC(F)(c1ccc(Cl)c(-c2ccccc2)c1)c1ccccc1Cl,ABNQUDPMUWSIBZ-UHFFFAOYSA-N,3.3129280304959625
N#CCc1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1-c1ccc(Cl)cc1Sc1ccccc1,ABUWNMXDOVVTPJ-UHFFFAOYSA-N,3.397023756291716
CCOc1ccccc1-c1ccccc1-c1ccccc1-c1ccc(-c2ccccc2CCc2cccnc2-c2ccccn2)cc1,ABWOPJSOUXRVEX-UHFFFAOYSA-N,3.40881194164416
O=C(Nc1ccccc1-c1ccccc1)c1ccccc1Cl,ABZKCVOAZRCEHA-UHFFFAOYSA-N,3.4487772342441763
CCn1cc(-c2ccccc2CCc2ccccc2CCc2ccccc2F)cc1-c1ccccc1,ACVINAXKBIPDAS-UHFFFAOYSA-N,3.332106115689927
Cc1cc(-c2ccccc2CCCc2ccccc2Cl)ccc1-c1ccccc1,ACYSQGCJRXXZFV-UHFFFAOYSA-N,3.4478440798507246
Cc1c(-c2ccccc2)cnc(-c2ccccc2CCC(=O)Nc2cccc(Cl)c2)c1-c1ccccc1CCc1ccccc1F,ADGKJHNOTGFBPH-UHFFFAOYSA-N,3.2743767038010025
Oc1cc(-c2ccccc2Bc2ccccc2-c2ccccc2)ccc1-c1ccccc1,ADIHYIHVEFBCSA-UHFFFAOYSA-N,3.388873911698941
Cc1ccc(F)cc1-c1ccc(CCCc2ccccc2CNc2cccc(Cl)c2)nc1-c1ccccc1,ADPHCBZDNQTYKP-UHFFFAOYSA-N,3.4408299918208693
CCCCCc1cc(-c2ccccc2Cl)ccc1-c1ccccc1-c1ccccc1-c1cccc(Cl)c1,ADQPZJXKAYSKEN-UHFFFAOYSA-N,3.3489451930373644
CCN(C(=O)Nc1ccccc1)c1ccc(-c2ccccc2)cc1-c1ccccc1,ADUTWVNRXVTSTD-UHFFFAOYSA-N,3.6988419773748307
CCCCCCCCc1cc(-c2ccccc2)cc2c(Nc3ccccc3F)cccc12,AEEHNUFVOWESKP-UHFFFAOYSA-N,3.574392521685665
O=c1cc(-c2ccccc2)cc(-c2ccccc2Cl)cc1-c1ccccc1,AEHAKIYYRQJKBZ-UHFFFAOYSA-N,3.427679255546207
Cc1ccc(-c2cccc(Cl)c2)cc1-c1ccccc1,AEHRJKUWHDYIOE-UHFFFAOYSA-N,3.372746996186694
Cc1c(Br)ccc2ccccc12,AEJFBKVIGAYAQV-UHFFFAOYSA-N,3.119281207990369
CCCCc1ccc(-c2ccccc2)nc1-c1ccccc1,AEKULLNBLFZBMC-UHFFFAOYSA-N,3.407178065821934
Nc1cc(F)cc(-c2ccccc2F)c1-c1ccccc1,AETGQVJPSQCVHE-UHFFFAOYSA-N,2.889305435996759
CCCc1cc(-c2ccccc2)cc(-c2ccccc2CCc2ccccc2F)c1-c1ccccc1,AFAHRMVEKMNGFP-UHFFFAOYSA-N,3.4777712526686075
COc1cc(F)ccc1-c1ccc(Nc2ccccc2Cl)nc1-c1ccccc1,AFEDGUQVDUVMEI-UHFFFAOYSA-N,3.495692094781967
Cc1ccc(-c2ccccc2Cl)cc1-n1cccc1-c1ccccc1,AFFYIMZOMCSVQC-UHFFFAOYSA-N,3.229645242326906
CCCCCc1cc(-c2ccccc2Cl)ccc1-c1ccccc1-c1ccccc1C(=O)C(F)(F)F,AFLXGKRWBKQXJK-UHFFFAOYSA-N,3.3333539608814466
CCCC(CCc1ccccc1)c1ccccc1,AFOYJWZLSSXZNG-UHFFFAOYSA-N,3.0032677764472813
Cc1ccc(-c2ccccc2F)cc1-c1ccccc1,AFTVARAXRNYKSM-UHFFFAOYSA-N,3.439816023550662
Cc1ncc(-c2ccccc2CNc2cccc(F)c2)nc1-c1ccccc1,AFZCLXWDNJHFNR-UHFFFAOYSA-N,3.42760957576275
CCCCOc1ccc(F)cc1-c1ccccc1-c1ccc(-c2ccccc2CCCCCCc2ccccc2-c2ccccc2Cl)c(Cl)c1,AHNJLEPLZPIJBE-UHFFFAOYSA-N,3.0537370807079207
Cc1cc(-c2ccccc2F)ccc1-c1ccccc1C(=O)Nc1ccccc1,AIGOPWJBQTUPJE-UHFFFAOYSA-N,3.5437278186107704
CCN(C(=O)Cc1ccc(-c2ccccc2Cl)c(-c2ccccc2Cl)c1F)c1c(F)cccc1F,AIILDHSHHVSAGB-UHFFFAOYSA-N,3.480229410081567
O=C(CCCCCCCc1ccc(F)cc1)c1cc(-c2ccccc2Cl)ccc1-c1ccccc1,AIRCGOOLRNFRCT-UHFFFAOYSA-N,3.3308725991544543
COc1cc(-c2cccc(F)c2)ccc1-c1ccccc1-c1ccccc1-c1ccccc1C(=O)Nc1cccc(F)c1,AJAZXRQICYFJKQ-UHFFFAOYSA-N,3.394484041394173
Cc1cncc(-c2ccccc2)c1-c1ccccc1,AJLFZMVTWKQTRU-UHFFFAOYSA-N,2.917450098124098
CNc1cccc(-c2ccncc2F)c1-c1ccccc1,AJRJTQOJKONPSJ-UHFFFAOYSA-N,2.7259802070393375
Nc1ccccc1-c1ccccc1-c1ccccc1,AJUHJMMNWVKCER-UHFFFAOYSA-N,2.7887704863973823
CCCCCc1ccccc1C(=Cc1ccc(F)cc1)N(CCCCCCCCCc1ccccc1)c1ccccc1,AKBDCGJHOUUHRW-UHFFFAOYSA-N,3.382371852910936
CCC(=O)Cc1c(-c2ccccc2F)c(=O)[nH]c2ccccc12,AKPSFTWRWPWPAH-UHFFFAOYSA-N,2.6355029997147943
CSc1ccccc1C(=CCCCCCCc1ccccc1)c1ccc(F)cc1,AKTLZYWZWXRRSA-UHFFFAOYSA-N,3.47578058461937
COc1cc(Cc2ccccc2-c2ccccc2F)cc(Cl)c1-c1ccc(F)cc1,ALACKNWBFXOXDP-UHFFFAOYSA-N,3.45130649997242
CCC(CCCc1ccccc1)c1ccc(OCCCCCCCCc2ccccc2)cc1,ALTTYWDTYUQHGL-UHFFFAOYSA-N,3.300849061822062
O=C(Nc1ccccc1-c1ccccc1)Oc1ccccc1,AMGNZVGAHSYCFS-UHFFFAOYSA-N,3.518428150431287
O=C(CCCCCc1ccc(F)c(C(F)(F)F)c1)Nc1ccccc1Cl,ANBLDCWZMOTGQX-UHFFFAOYSA-N,3.2507923488303088
CCCCc1cc(OC)c(-c2ccccc2CCCc2ccccc2C(=O)Nc2ccccc2F)c(-c2ccccc2F)c1,ANDYTCGFMPAGNS-UHFFFAOYSA-N,3.3712425606389895
CC(C)Cc1cc(Nc2ccccc2F)c(-c2ccccc2Cl)cc1-c1ccccc1,ANKQEWFBUOCLMZ-UHFFFAOYSA-N,3.481089698258846
COc1ccc(F)cc1-c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1,ANRSRSQNGLRGPM-UHFFFAOYSA-N,3.317499848805338
CN(C)C(=O)Nc1cccc(F)c1,ANWCBSUPTRJETC-UHFFFAOYSA-N,1.5245897269677666
CCCCCc1cc(Br)c(-c2ccccc2-c2ccccc2F)c(F)c1-c1ccccc1,ANXNWZXFGYDHCO-UHFFFAOYSA-N,3.5468846792994473
CCCCCCc1cc(-c2ccccc2)cc(-c2ccccc2)c1C1=Nc2ccccc2C1=O,AOFUQCRYBVQYEX-UHFFFAOYSA-N,3.5940488692244186
CCCC(=O)Nc1cccc(-c2cccc(Cl)c2)n1,AOLSBJNDWQGUER-UHFFFAOYSA-N,2.9092040454229617
COc1ccc(-c2ccccc2C(=O)Nc2cccc(-c3ccccc3)c2)cc1N1c2ccccc21,AOSSUSRLHUYUSN-UHFFFAOYSA-N,3.3951502596223753
COc1ccc(F)cc1-c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1,AOXFWODKGALIPN-UHFFFAOYSA-N,3.536932635665803
Cc1cc(Cl)ccc1Nc1ccccc1-c1ccccc1,APHNAWIZSJHKEK-UHFFFAOYSA-N,3.456795214229372
Fc1ccccc1COc1ccccc1-c1cnc(C(F)F)c(-c2ccccc2)n1,APHRPRPRYRMJCM-UHFFFAOYSA-N,3.438047752921707
CCCCCc1c(-c2ccccc2)cc(-c2ccccc2Cl)c(-c2ccccc2F)c1-c1ccccc1,APNRIXNCZDWSQM-UHFFFAOYSA-N,3.415777369734334
CCN(C(=O)Cc1ccc(-c2ccccc2)cc1)C1CCc2ccccc2CN(c2ccc(F)cc2)CC1,APOJFPKMENCVHU-UHFFFAOYSA-N,3.4375766675214243
Fc1ccccc1-c1cccc(-c2ccccc2)c1,AQAXCBCJQYGJMF-UHFFFAOYSA-N,3.4027512287510864
CCCCC(CC(=O)Nc1cccc(-c2ccccc2Cl)c1)c1cccc(-c2cccc(F)c2)n1,AQUFZPBGYBZFIZ-UHFFFAOYSA-N,3.371923464162986
Cn1cc(-c2ccccc2Sc2ccccc2OCS(=O)(=O)Nc2cccc(F)c2)cc1-c1ccccc1,ASDHFVNCXIOMRA-UHFFFAOYSA-N,3.2948895826973166
CCCCc1cc(-c2ccccc2-c2ccccn2)ccc1-c1ccc(-c2cnccc2C#N)cn1,ASJVSOFUZPJVMY-UHFFFAOYSA-N,3.4969418337008507
Cc1cc(N)c(-c2ccccc2CCc2ccccc2F)c(-c2ccccc2F)n1,ASQOLOLYEGUDST-UHFFFAOYSA-N,3.47363615526771
CCOc1ccc(F)c(Nc2ccccc2Oc2ccccn2)c1,ATAAVGGTYJFSEA-UHFFFAOYSA-N,3.229225792990158
CCCCOc1cccc(CCCc2ccccc2)c1-c1ccccc1,ATBRTTOPFWEALX-UHFFFAOYSA-N,3.4654294281731928
CCCCc1c(-c2ccccc2)ccc(-c2ccccc2CCCCCc2ccccc2)c1-c1ccccc1,ATHGTJSIHHUWRG-UHFFFAOYSA-N,3.3497203477039803
O=C(c1cccs1)c1ccc(F)cc1-c1ccccc1,ATMCODODSWJTKR-UHFFFAOYSA-N,2.9005572273237643
Cc1ccc(Nc2ccccc2Cl)cc1-c1ccccc1,ATNULNATRHVXNH-UHFFFAOYSA-N,3.484384776651242
Cc1ccc(F)c(-c2ccccc2Cl)c1-c1ccccc1,ATXBIWJDERJRAS-UHFFFAOYSA-N,2.8992139393939396
CCCCCCCCCCCCCCCCCCc1c(-c2ccccc2F)ccc(-c2ccccc2)c1-c1ccccc1,AUBSLWABXIVWFX-UHFFFAOYSA-N,3.410738253442409
Cc1nc(Nc2ccccc2Cl)ccc1Br,AUKPXYPZUUFBPV-UHFFFAOYSA-N,2.926332454863829
O=C(Nc1ccc(F)c(F)c1)Nc1ccccc1-c1ccccc1,AULMIIVBHHIURW-UHFFFAOYSA-N,3.660053374584572
COc1cc(F)ccc1-c1cnccc1-c1ccccc1,AURQSCDNJNCJKP-UHFFFAOYSA-N,3.3138327542686254
CCCCCc1cc(OCc2ccccc2)cc(-c2ccccc2F)c1-c1ccccc1,AUSKNMDFZHANGQ-UHFFFAOYSA-N,3.473003876687223
CCC1=C(c2ccccc2)C=CC(c2ccccc2Cl)=C(c2ccccc2Cl)C=C1c1ccccc1,AUXVKQXBTGYLAG-UHFFFAOYSA-N,3.268805047362772
CC(C#Cc1ccc(F)cc1)C(=O)Nc1nc(-c2ccccc2F)ccc1F,AVLCOAKNQWVLIO-UHFFFAOYSA-N,3.4736973453803053
COc1cccc(CCc2ccccn2)c1-c1ccccc1,AVNZEYYUDZQBHV-UHFFFAOYSA-N,3.224336357862431
COc1cc(F)ccc1-c1ccccc1-c1ccc(-c2ccccc2Cl)c(COc2ccccc2C(=O)Nc2cccc(Cl)c2)n1,AVSOYBQLMREDKE-UHFFFAOYSA-N,3.3276385257994106
Nc1cc(Cl)ccc1Cl,AVYGCQXNNJPXSS-UHFFFAOYSA-N,2.2943793668038897
O=C(Cc1ccccc1)c1cccc(-c2ccccc2-c2ccccc2Cl)c1,AWZURLRRHXMOOT-UHFFFAOYSA-N,3.514222067716466
CCCCCCCCCc1c(-c2ccccc2C=Cc2ccccc2Cl)cc2c(-c3ccccc3OC)cccc2c1-c1ccccc1,AXDBEAXWNZCLMU-UHFFFAOYSA-N,3.350286388323558
NC(=O)c1csc(-c2ccccc2F)c1-c1ccccc1,AXDHMRUMDJTSAR-UHFFFAOYSA-N,2.514363298216345
Nc1ccc(F)c(F)c1,AXNUZKSSQHTNPZ-UHFFFAOYSA-N,2.0424388460930474
CCCSc1cc(-c2ccccc2C(=O)Nc2ccccc2Cl)ccc1Cl,AXUBLKFLCKMLKH-UHFFFAOYSA-N,3.3637430470820378
CCNc1c(-c2c(F)cccc2F)ccc(-c2ccccc2Cl)c1-c1ccccc1CCc1ccccc1F,AXVIGVBJXSSHRH-UHFFFAOYSA-N,3.4464015150611416
CCCCCCCCCCCc1c(-c2ccccc2)cc(-c2ccccc2Sc2ccccc2Cl)nc1-c1ccccc1,AYMMAHKLCMGJLC-UHFFFAOYSA-N,3.3016399248154333
Clc1ccc(Cl)c(-c2ccc(-c3ccccc3-c3ccccn3)cc2)c1,AYMOSSWVXMJHFN-UHFFFAOYSA-N,3.2791691627539294
O=C(CCc1ccc(F)cc1F)C(=O)Nc1cccc(-c2ccccc2Cl)c1,AYNVUICZORCYJZ-UHFFFAOYSA-N,3.136799800562932
O=C(CC1CCCCCC1)c1cc(-c2ccccc2)ccc1-c1ccccc1,AYOFTYBDXUDENK-UHFFFAOYSA-N,3.3984414905140827
CCCCCc1cc(F)cc(-c2ccccc2-c2ccccc2Cl)c1-c1ccccc1,AYVQGLNWYYQZNY-UHFFFAOYSA-N,3.4115023299195992
CCCCc1cc(-c2ccccc2-c2ccccc2Br)cc(CCc2ccccc2Cl)n1,AZDXWORBASEYKG-UHFFFAOYSA-N,3.5245052007419524
CCc1ccc2c(C)cccc2c1-c1ccccc1,AZNJKILNBKHVLF-UHFFFAOYSA-N,3.0055839870129883
CCCCc1ccc(-c2cccc(Cl)c2)cc1-c1ccccc1,AZPPTULSRRRWEN-UHFFFAOYSA-N,3.4520841782781333
CCCc1c(-c2ccccc2)ccc(-c2ccccc2COc2ccccc2)c1-c1ccccc1,BACPWFGTSUWTJH-UHFFFAOYSA-N,3.558698232875939
CCOc1ccccc1-c1ccncc1-c1ccc(-c2ccccc2CNc2ccccc2-c2ccccc2-c2cnccc2F)nc1-c1ccccc1,BAIVYKOYPDGIMH-UHFFFAOYSA-N,3.303664655999264
O=C(c1ccc(F)cc1)c1cc(-c2ccccc2-c2ccccc2Cl)ccc1-c1ccccc1,BAPJYFZGVIRGNP-UHFFFAOYSA-N,3.407911948108686
COc1ccccc1C(=CCCCc1ccccc1Cl)Nc1cccc(F)c1,BATFPBRVRFEJTR-UHFFFAOYSA-N,3.5205894754659464
CCCNc1nc(-c2ccccc2C)ccc1-c1ccccn1,BAURJOFLFMHCHI-UHFFFAOYSA-N,3.3896717396352303
CCCCCc1c(-c2ccccc2)ccc(-c2ccccc2Cl)c1-c1ccccc1CCc1ccccc1C,BAUVYYLAPZGAHZ-UHFFFAOYSA-N,3.382896485124759
COc1cc(F)ccc1-c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1-c1ccccc1-c1ccc(Cl)cc1,BAVMZCCDDKGEQZ-UHFFFAOYSA-N,3.395055653794001
Cc1cc(-c2ccccc2)cc(-c2ccccc2Cl)c1-c1ccccc1,BBHJNYUAUYSDIL-UHFFFAOYSA-N,3.397339341157316
CNc1nc(-c2ccccc2F)c(=O)n(Cc2ccccc2F)c1-c1ccccc1,BBPDVMQVISNPCW-UHFFFAOYSA-N,3.26911895307478
CCCCCCCCCCc1ccc(-c2ccccc2CC(=O)Nc2ccccc2C#N)cn1,BBWDALDGORIJLS-UHFFFAOYSA-N,3.4812338112454477
CCCCCCCCCCc1cc(-c2ccccc2-c2ccccc2C#Cc2ccccc2F)ccc1-c1ccccn1,BCSJYUFAMXFWRD-UHFFFAOYSA-N,3.379151712304114
Cc1nc(-c2ccccc2)ccc1-c1ccccc1-c1ccccc1-c1ccccc1C(=O)Nc1ccccn1,BCZIQLMHRPRXQQ-UHFFFAOYSA-N,3.317046577434965
CCCCC(=O)Cc1ccc(-c2ccccc2F)cc1-c1ccc(F)cc1,BEERUFDFDAIQFR-UHFFFAOYSA-N,3.746027224977733
CNc1c(-c2ccccc2)ccc(-c2ccccc2C(=O)Nc2ccccc2F)c1-c1ccccc1,BEODVTCVTDGGMX-UHFFFAOYSA-N,3.653699699476241
CCCCc1ccc(-c2ccccc2CCc2ccccc2-c2ccccc2F)c(-c2ccccc2Cl)c1,BETBZVIPVMHQTF-UHFFFAOYSA-N,3.352584468728503
Cc1ccc(-c2cnccc2-c2ccccc2-c2ccccc2Cl)cc1,BEYQLMDWMKKKMG-UHFFFAOYSA-N,3.3271181710145994
CCC(c1ccccc1)c1ccc(=O)n(Cc2ccccc2Cl)c1-c1ccccc1,BGPROWRKRWETRD-UHFFFAOYSA-N,3.2052541883829333
CNc1cnc(-c2ccccc2CCc2cccc(-c3ccccc3COc3ccccc3)c2)s1,BGRIOUDPLYANDY-UHFFFAOYSA-N,3.4367949921446215
CCCCCCCCOc1ccc(-c2ccccc2Br)cc1-c1ccc(Cl)cc1,BHAZQWGRCHVIRS-UHFFFAOYSA-N,3.453498206449538
CCCc1c(-c2ccccc2-c2cc(F)ccc2-c2ccccc2)ccc(C#Cc2ccccc2)c1-c1ccccc1F,BHBURLQOSLZBBP-UHFFFAOYSA-N,3.4674714903824326
Cc1cc(F)cc(-c2ccccc2F)c1-c1ccccc1-c1ccccc1,BHKIELNUJDLGJU-UHFFFAOYSA-N,3.426316938559915
