SMILES,inchi_key,rf_lipo
Cc1ccc(C#N)cc1C(=NCN1CCCOC1)c1ccccc1,AABMWSHEWZJFJV-UHFFFAOYSA-N,2.273767459039756
CC(CCc1ccccc1)NC(C)S(=O)(=O)c1ccc(OCc2ccccc2)cc1,AAIJTQZUBZOWJZ-UHFFFAOYSA-N,2.291067455621302
O=C(O)CCC(=O)Nc1cc(CCc2ccccc2)n[nH]c1=O,AAISTNJXSFALDF-UHFFFAOYSA-N,0.18674074074074073
NC(=O)C(CCc1ccc(OCCCNc2ccccn2)cc1)C(F)(F)F,AAIVTQTUVUVWJA-UHFFFAOYSA-N,2.923300453193736
OCCN1CCN(CCCc2c[nH]c(-c3ccccc3)n2)CC1,AAJXWLZJARCQRQ-UHFFFAOYSA-N,1.695129901960784
Cn1nc(C(=O)N2CCCC3(CCN(Cc4ccccc4)CC3)CC2)cc1Cl,AAOACXXBFOPUIH-UHFFFAOYSA-N,2.170042058823528
CCN(C(=O)NCc1ccccc1)C1CCN(CCC(c2ccc(C#N)cc2)c2ccccc2NC(C)=O)CC1,AAYOUYUIXPSMTG-UHFFFAOYSA-N,2.8599984848484854
Nc1nc(Cl)n(Cc2ccccc2)n1,ABFFTOWYVCLLSM-UHFFFAOYSA-N,1.65068404320151
CC1CN(c2c(F)cc(C(F)(F)F)cc2F)CCN1S(=O)(=O)c1ccc(Cl)cc1,ABGMURWGROPRND-UHFFFAOYSA-N,3.284995360059899
Cc1cn(C2CCCN(N(C)CCOc3ccc(C(F)(F)F)c(Cl)c3)C2)c(=O)[nH]c1=O,ABQHCWFLEOTPMT-UHFFFAOYSA-N,2.4585500000000007
Cc1nc(-c2ccccc2)c(N)c(C(=O)NC(C)C(C)(C)C)c1C,ABUXEOMYOHFKJL-UHFFFAOYSA-N,3.141758257719601
CCCCCCCN(CCC)C(=O)c1ccc(-c2ccco2)cc1-c1cncc(C(N)=O)c1,ABVXKBXXLPZXGL-UHFFFAOYSA-N,3.2619492781915937
OCCCn1c(Cl)nc2ccccc21,ACGGOLNEFHFKKG-UHFFFAOYSA-N,1.1783379750799456
